"date","coin_name","symbol","open_price","close_price","high_price","low_price","volume","market_cap"
2017-10-02,Bitcoin,BTC,4395.81,4409.32,4470.23,4377.46,1431730048,73195642880
2017-10-03,Bitcoin,BTC,4408.46,4317.48,4432.47,4258.89,1288019968,71681073152
2017-10-04,Bitcoin,BTC,4319.37,4229.36,4352.31,4210.42,1116770048,70225035264
2017-10-05,Bitcoin,BTC,4229.88,4328.41,4362.64,4164.05,1161769984,71876280320
2017-10-06,Bitcoin,BTC,4324.46,4370.81,4413.27,4320.53,1069939968,72589262848
2017-10-07,Bitcoin,BTC,4369.35,4426.89,4443.88,4321.05,906928000,73529311232
2017-10-08,Bitcoin,BTC,4429.67,4610.48,4624.14,4405.64,1313869952,76589293568
2017-10-09,Bitcoin,BTC,4614.52,4772.02,4878.71,4564.25,1968739968,79282159616
2017-10-10,Bitcoin,BTC,4776.21,4781.99,4922.17,4765.1,1597139968,79457599488
2017-10-11,Bitcoin,BTC,4789.25,4826.48,4873.73,4751.63,1222279936,80205234176
2017-10-12,Bitcoin,BTC,4829.58,5446.91,5446.91,4822.0,2791610112,90525663232
2017-10-13,Bitcoin,BTC,5464.16,5647.21,5840.3,5436.85,3615480064,93864255488
2017-10-14,Bitcoin,BTC,5643.53,5831.79,5837.7,5591.64,1669030016,96942497792
2017-10-15,Bitcoin,BTC,5835.96,5678.19,5852.48,5478.61,1976039936,94403035136
2017-10-16,Bitcoin,BTC,5687.57,5725.59,5776.23,5544.21,2008070016,95203393536
2017-10-17,Bitcoin,BTC,5741.58,5605.51,5800.35,5472.72,1821570048,93218299904
2017-10-18,Bitcoin,BTC,5603.82,5590.69,5603.82,5151.44,2399269888,92982542336
2017-10-19,Bitcoin,BTC,5583.74,5708.52,5744.35,5531.06,1780540032,94954807296
2017-10-20,Bitcoin,BTC,5708.11,6011.45,6060.11,5627.23,2354429952,100007084032
2017-10-21,Bitcoin,BTC,5996.79,6031.6,6194.88,5965.07,2207099904,100353679360
2017-10-22,Bitcoin,BTC,6036.66,6008.42,6076.26,5792.34,2034630016,99981910016
2017-10-23,Bitcoin,BTC,6006.0,5930.32,6075.59,5732.47,2401840128,98695053312
2017-10-24,Bitcoin,BTC,5935.52,5526.64,5935.52,5504.18,2735699968,91988221952
2017-10-25,Bitcoin,BTC,5524.6,5750.8,5754.33,5397.88,1966989952,95732629504
2017-10-26,Bitcoin,BTC,5747.95,5904.83,5976.8,5721.22,1905040000,98310176768
2017-10-27,Bitcoin,BTC,5899.74,5780.9,5988.39,5728.82,1710130048,96254296064
2017-10-28,Bitcoin,BTC,5787.82,5753.09,5876.72,5689.19,1403920000,95797362688
2017-10-29,Bitcoin,BTC,5754.44,6153.85,6255.71,5724.58,2859040000,102482444288
2017-10-30,Bitcoin,BTC,6114.85,6130.53,6214.99,6040.85,1772150016,102105358336
2017-10-31,Bitcoin,BTC,6132.02,6468.4,6470.43,6103.33,2311379968,107743731712
2017-11-01,Bitcoin,BTC,6440.97,6767.31,6767.31,6377.88,2870320128,112735346688
2017-11-02,Bitcoin,BTC,6777.77,7078.5,7367.33,6758.72,4653770240,117933383680
2017-11-03,Bitcoin,BTC,7087.53,7207.76,7461.29,7002.94,3369860096,120097406976
2017-11-04,Bitcoin,BTC,7164.48,7379.95,7492.86,7031.28,2483800064,122978746368
2017-11-05,Bitcoin,BTC,7404.52,7407.41,7617.48,7333.19,2380410112,123449204736
2017-11-06,Bitcoin,BTC,7403.22,7022.76,7445.77,7007.31,3111899904,117050621952
2017-11-07,Bitcoin,BTC,7023.1,7144.38,7253.32,7023.1,2326340096,119091453952
2017-11-08,Bitcoin,BTC,7141.38,7459.69,7776.42,7114.02,4602200064,124360769536
2017-11-09,Bitcoin,BTC,7446.83,7143.58,7446.83,7101.52,3226249984,119104733184
2017-11-10,Bitcoin,BTC,7173.73,6618.14,7312.0,6436.87,5208249856,110354087936
2017-11-11,Bitcoin,BTC,6618.61,6357.6,6873.15,6204.22,4908680192,106016079872
2017-11-12,Bitcoin,BTC,6295.45,5950.07,6625.05,5519.01,8957349888,99226189824
2017-11-13,Bitcoin,BTC,5938.25,6559.49,6811.19,5844.29,6263249920,109400653824
2017-11-14,Bitcoin,BTC,6561.48,6635.75,6764.98,6461.75,3197110016,110683152384
2017-11-15,Bitcoin,BTC,6634.76,7315.54,7342.25,6634.76,4200880128,122035822592
2017-11-16,Bitcoin,BTC,7323.24,7871.69,7967.38,7176.58,5123809792,131328417792
2017-11-17,Bitcoin,BTC,7853.57,7708.99,8004.59,7561.09,4651670016,128621510656
2017-11-18,Bitcoin,BTC,7697.21,7790.15,7884.99,7463.44,3667190016,129997250560
2017-11-19,Bitcoin,BTC,7766.03,8036.49,8101.91,7694.1,3149319936,134124199936
2017-11-20,Bitcoin,BTC,8039.07,8200.64,8336.86,7949.36,3488450048,136881799168
2017-11-21,Bitcoin,BTC,8205.74,8071.26,8348.66,7762.71,4277609984,134739689472
2017-11-22,Bitcoin,BTC,8077.95,8253.55,8302.26,8075.47,3633530112,137797861376
2017-11-23,Bitcoin,BTC,8232.38,8038.77,8267.4,8038.77,4225179904,134227861504
2017-11-24,Bitcoin,BTC,8074.02,8253.69,8374.16,7940.93,5058610176,137831972864
2017-11-25,Bitcoin,BTC,8241.71,8790.92,8790.92,8191.15,4342060032,146820562944
2017-11-26,Bitcoin,BTC,8789.04,9330.55,9522.93,8775.59,5475579904,155850735616
2017-11-27,Bitcoin,BTC,9352.72,9818.35,9818.35,9352.72,5653320192,164019470336
2017-11-28,Bitcoin,BTC,9823.43,10058.8,10125.7,9736.3,6348819968,168056012800
2017-11-29,Bitcoin,BTC,10077.4,9888.61,11517.4,9601.03,11568799744,165233721344
2017-11-30,Bitcoin,BTC,9906.79,10233.6,10801.0,9202.05,8310689792,171020091392
2017-12-01,Bitcoin,BTC,10198.6,10975.6,11046.7,9694.65,6783119872,183444668416
2017-12-02,Bitcoin,BTC,10978.3,11074.6,11320.2,10905.1,5138500096,185122045952
2017-12-03,Bitcoin,BTC,11082.7,11323.2,11858.7,10862.0,6608309760,189302390784
2017-12-04,Bitcoin,BTC,11315.4,11657.2,11657.2,11081.8,6132409856,194912747520
2017-12-05,Bitcoin,BTC,11685.7,11916.7,12032.0,11604.6,6895260160,199278346240
2017-12-06,Bitcoin,BTC,11923.4,14291.5,14369.1,11923.4,12656300032,239024439296
2017-12-07,Bitcoin,BTC,14266.1,17899.7,17899.7,14057.3,17950699520,299405377536
2017-12-08,Bitcoin,BTC,17802.9,16569.4,18353.4,14336.9,21135998976,277185757184
2017-12-09,Bitcoin,BTC,16523.3,15178.2,16783.0,13674.9,13911300096,253946085376
2017-12-10,Bitcoin,BTC,15168.4,15455.4,15850.6,13226.6,13433299968,258615394304
2017-12-11,Bitcoin,BTC,15427.4,16936.8,17513.9,15404.8,12153900032,283439890432
2017-12-12,Bitcoin,BTC,16919.8,17415.4,17781.8,16571.6,14603799552,291483942912
2017-12-13,Bitcoin,BTC,17500.0,16408.2,17653.1,16039.7,12976900096,274663620608
2017-12-14,Bitcoin,BTC,16384.6,16564.0,17085.8,16185.9,13777399808,277310341120
2017-12-15,Bitcoin,BTC,16601.3,17706.9,18154.1,16601.3,14309999616,296482111488
2017-12-16,Bitcoin,BTC,17760.3,19497.4,19716.7,17515.3,12740599808,326502481920
2017-12-17,Bitcoin,BTC,19475.8,19140.8,20089.0,18974.1,13314599936,320576552960
2017-12-18,Bitcoin,BTC,19106.4,19114.2,19371.0,18355.9,14839499776,320174325760
2017-12-19,Bitcoin,BTC,19118.3,17776.7,19177.8,17275.4,16894499840,297801056256
2017-12-20,Bitcoin,BTC,17760.3,16624.6,17934.7,16077.7,22149699584,278528950272
2017-12-21,Bitcoin,BTC,16642.4,15802.9,17567.7,15342.7,16516599808,264788656128
2017-12-22,Bitcoin,BTC,15898.0,13831.8,15943.4,11833.0,22197999616,231788281856
2017-12-23,Bitcoin,BTC,13948.7,14699.2,15603.2,13828.8,13086000128,246349217792
2017-12-24,Bitcoin,BTC,14608.2,13925.8,14626.0,12747.7,11572299776,233414164480
2017-12-25,Bitcoin,BTC,13995.9,14026.6,14593.0,13448.9,10664699904,235126849536
2017-12-26,Bitcoin,BTC,14036.6,16099.8,16461.2,14028.9,13454300160,269908115456
2017-12-27,Bitcoin,BTC,16163.5,15838.5,16930.9,15114.3,12487600128,265559179264
2017-12-28,Bitcoin,BTC,15864.1,14606.5,15888.4,13937.3,12336499712,244929822720
2017-12-29,Bitcoin,BTC,14695.8,14656.2,15279.0,14307.0,13025500160,245793636352
2017-12-30,Bitcoin,BTC,14681.9,12952.2,14681.9,12350.1,14452599808,217239797760
2017-12-31,Bitcoin,BTC,12897.7,14156.4,14377.4,12755.6,12136299520,237465829376
2018-01-01,Bitcoin,BTC,14112.2,13657.2,14112.2,13154.7,10291200000,229119148032
2018-01-02,Bitcoin,BTC,13625.0,14982.1,15444.6,13163.6,16846600192,251377909760
2018-01-03,Bitcoin,BTC,14978.2,15201.0,15572.8,14844.5,16871900160,255080562688
2018-01-04,Bitcoin,BTC,15270.7,15599.2,15739.7,14522.2,21783199744,261795315712
2018-01-05,Bitcoin,BTC,15477.2,17429.5,17705.2,15202.8,23840899072,292544151552
2018-01-06,Bitcoin,BTC,17462.1,17527.0,17712.4,16764.6,18314600448,294217416704
2018-01-07,Bitcoin,BTC,17527.3,16477.6,17579.6,16087.7,15866000384,276634796032
2018-01-08,Bitcoin,BTC,16476.2,15170.1,16537.9,14208.2,18413899776,254715265024
2018-01-09,Bitcoin,BTC,15123.7,14595.4,15497.5,14424.0,16659999744,245095809024
2018-01-10,Bitcoin,BTC,14588.5,14973.3,14973.3,13691.2,18500800512,251472642048
2018-01-11,Bitcoin,BTC,14968.2,13405.8,15018.8,13105.9,16534099968,225178730496
2018-01-12,Bitcoin,BTC,13453.9,13980.6,14229.9,13158.1,12065699840,234865164288
2018-01-13,Bitcoin,BTC,13952.4,14360.2,14659.5,13952.4,12763599872,241268588544
2018-01-14,Bitcoin,BTC,14370.8,13772.0,14511.8,13268.0,11084099584,231413497856
2018-01-15,Bitcoin,BTC,13767.3,13819.8,14445.5,13641.7,12750799872,232242774016
2018-01-16,Bitcoin,BTC,13836.1,11490.5,13843.1,10194.9,18853799936,193121124352
2018-01-17,Bitcoin,BTC,11431.1,11188.6,11678.0,9402.29,18830600192,188070428672
2018-01-18,Bitcoin,BTC,11198.8,11474.9,12107.3,10942.5,15020399616,192907542528
2018-01-19,Bitcoin,BTC,11429.8,11607.4,11992.8,11172.1,10740400128,195158835200
2018-01-20,Bitcoin,BTC,11656.2,12899.2,13103.0,11656.2,11801700352,216907612160
2018-01-21,Bitcoin,BTC,12889.2,11600.1,12895.9,11288.2,9935179776,195089465344
2018-01-22,Bitcoin,BTC,11633.1,10931.4,11966.4,10240.2,10537400320,183866425344
2018-01-23,Bitcoin,BTC,10944.5,10868.4,11377.6,10129.7,9660609536,182830252032
2018-01-24,Bitcoin,BTC,10903.4,11359.4,11501.4,10639.8,9940989952,191115231232
2018-01-25,Bitcoin,BTC,11421.7,11259.4,11785.7,11057.4,8873169920,189455302656
2018-01-26,Bitcoin,BTC,11256.0,11171.4,11656.7,10470.3,9746199552,187995799552
2018-01-27,Bitcoin,BTC,11174.9,11440.7,11614.9,10989.2,7583269888,192550551552
2018-01-28,Bitcoin,BTC,11475.3,11786.3,12040.3,11475.3,8350360064,198389940224
2018-01-29,Bitcoin,BTC,11755.5,11296.4,11875.6,11179.2,7107359744,190164451328
2018-01-30,Bitcoin,BTC,11306.8,10106.3,11307.2,10036.2,8637859840,170151559168
2018-01-31,Bitcoin,BTC,10108.2,10221.1,10381.6,9777.42,8041160192,172099567616
2018-02-01,Bitcoin,BTC,10237.3,9170.54,10288.8,8812.28,9959400448,154428571648
2018-02-02,Bitcoin,BTC,9142.28,8830.75,9142.28,7796.49,12726899712,148725284864
2018-02-03,Bitcoin,BTC,8852.12,9174.91,9430.75,8251.63,7263790080,154539999232
2018-02-04,Bitcoin,BTC,9175.7,8277.01,9334.87,8031.22,7073549824,139433689088
2018-02-05,Bitcoin,BTC,8270.54,6955.27,8364.84,6756.68,9285289984,117184389120
2018-02-06,Bitcoin,BTC,7051.75,7754.0,7850.7,6048.26,13999800320,130658091008
2018-02-07,Bitcoin,BTC,7755.49,7621.3,8509.11,7236.79,9169280000,128435003392
2018-02-08,Bitcoin,BTC,7637.86,8265.59,8558.77,7637.86,9346750464,139306696704
2018-02-09,Bitcoin,BTC,8271.84,8736.98,8736.98,7884.71,6784820224,147266060288
2018-02-10,Bitcoin,BTC,8720.08,8621.9,9122.55,8295.47,7780960256,145341841408
2018-02-11,Bitcoin,BTC,8616.13,8129.97,8616.13,7931.1,6122189824,137064587264
2018-02-12,Bitcoin,BTC,8141.43,8926.57,8985.92,8141.43,6256439808,150513123328
2018-02-13,Bitcoin,BTC,8926.72,8598.31,8958.47,8455.41,5696719872,144995991552
2018-02-14,Bitcoin,BTC,8599.92,9494.63,9518.54,8599.92,7909819904,160131563520
2018-02-15,Bitcoin,BTC,9488.32,10166.4,10234.8,9395.58,9062540288,171477811200
2018-02-16,Bitcoin,BTC,10135.7,10233.9,10324.1,9824.82,7296159744,172637061120
2018-02-17,Bitcoin,BTC,10207.5,11112.7,11139.5,10149.4,8660880384,187482079232
2018-02-18,Bitcoin,BTC,11123.4,10551.8,11349.8,10326.0,8744009728,178040651776
2018-02-19,Bitcoin,BTC,10552.6,11225.3,11273.8,10513.2,7652089856,189426794496
2018-02-20,Bitcoin,BTC,11231.8,11403.7,11958.5,11231.8,9926540288,192457818112
2018-02-21,Bitcoin,BTC,11372.2,10690.4,11418.5,10479.1,9405339648,180442464256
2018-02-22,Bitcoin,BTC,10660.4,10005.0,11039.1,9939.09,8040079872,168892268544
2018-02-23,Bitcoin,BTC,9937.07,10301.1,10487.3,9734.56,7739500032,173909344256
2018-02-24,Bitcoin,BTC,10287.7,9813.07,10597.2,9546.97,6917929984,165687803904
2018-02-25,Bitcoin,BTC,9796.42,9664.73,9923.22,9407.06,5706939904,163204055040
2018-02-26,Bitcoin,BTC,9669.43,10366.7,10475.0,9501.73,7287690240,175076065280
2018-02-27,Bitcoin,BTC,10393.9,10725.6,10878.5,10246.1,6966179840,181158871040
2018-02-28,Bitcoin,BTC,10687.2,10397.9,11089.8,10393.1,6936189952,175644311552
2018-03-01,Bitcoin,BTC,10385.0,10951.0,11052.3,10352.7,7317279744,185009750016
2018-03-02,Bitcoin,BTC,10977.4,11086.4,11189.0,10850.1,7620590080,187318992896
2018-03-03,Bitcoin,BTC,11101.9,11489.7,11528.2,11002.4,6690570240,194159116288
2018-03-04,Bitcoin,BTC,11497.4,11512.6,11512.6,11136.1,6084149760,194567389184
2018-03-05,Bitcoin,BTC,11532.4,11573.3,11704.1,11443.9,6468539904,195614801920
2018-03-06,Bitcoin,BTC,11500.1,10779.9,11500.1,10694.3,6832169984,182225321984
2018-03-07,Bitcoin,BTC,10803.9,9965.57,10929.5,9692.12,8797910016,168479670272
2018-03-08,Bitcoin,BTC,9951.44,9395.01,10147.4,9335.87,7186089984,158852235264
2018-03-09,Bitcoin,BTC,9414.69,9337.55,9466.35,8513.03,8704190464,157898211328
2018-03-10,Bitcoin,BTC,9350.59,8866.0,9531.32,8828.47,5386319872,149939798016
2018-03-11,Bitcoin,BTC,8852.78,9578.63,9711.89,8607.12,6296370176,162009710592
2018-03-12,Bitcoin,BTC,9602.93,9205.12,9937.5,8956.43,6457399808,155710930944
2018-03-13,Bitcoin,BTC,9173.04,9194.85,9470.38,8958.19,5991139840,155555594240
2018-03-14,Bitcoin,BTC,9214.65,8269.81,9355.85,8068.59,6438230016,139920850944
2018-03-15,Bitcoin,BTC,8290.76,8300.86,8428.35,7783.05,6834429952,140460818432
2018-03-16,Bitcoin,BTC,8322.91,8338.35,8585.15,8005.31,5289379840,141111771136
2018-03-17,Bitcoin,BTC,8321.91,7916.88,8346.53,7812.82,4426149888,133993488384
2018-03-18,Bitcoin,BTC,7890.52,8223.68,8245.51,7397.99,6639190016,139201708032
2018-03-19,Bitcoin,BTC,8344.12,8630.65,8675.87,8182.4,6729110016,146107514880
2018-03-20,Bitcoin,BTC,8619.67,8913.47,9051.02,8389.89,6361789952,150909501440
2018-03-21,Bitcoin,BTC,8937.48,8929.28,9177.37,8846.33,6043129856,151193911296
2018-03-22,Bitcoin,BTC,8939.44,8728.47,9100.71,8564.9,5530390016,147809222656
2018-03-23,Bitcoin,BTC,8736.25,8879.62,8879.62,8360.62,5954120192,150383575040
2018-03-24,Bitcoin,BTC,8901.95,8668.12,8996.18,8665.7,5664600064,146818875392
2018-03-25,Bitcoin,BTC,8612.81,8495.78,8682.01,8449.1,4569880064,143914270720
2018-03-26,Bitcoin,BTC,8498.47,8209.4,8530.08,7921.43,5921039872,139078205440
2018-03-27,Bitcoin,BTC,8200.0,7833.04,8232.78,7797.28,5378250240,132717051904
2018-03-28,Bitcoin,BTC,7836.83,7954.48,8122.89,7809.17,4935289856,134788268032
2018-03-29,Bitcoin,BTC,7979.07,7165.7,7994.33,7081.38,6361229824,121436045312
2018-03-30,Bitcoin,BTC,7171.45,6890.52,7276.66,6683.93,6289509888,116786561024
2018-03-31,Bitcoin,BTC,6892.48,6973.53,7207.85,6863.52,4553269760,118204645376
2018-04-01,Bitcoin,BTC,7003.06,6844.23,7060.95,6526.87,4532100096,116026810368
2018-04-02,Bitcoin,BTC,6844.86,7083.8,7135.47,6816.58,4333440000,120101928960
2018-04-03,Bitcoin,BTC,7102.26,7456.11,7530.94,7072.49,5499700224,126429249536
2018-04-04,Bitcoin,BTC,7456.41,6853.84,7469.88,6803.88,4936000000,116229554176
2018-04-05,Bitcoin,BTC,6848.65,6811.47,6933.82,6644.8,5639320064,115524403200
2018-04-06,Bitcoin,BTC,6815.96,6636.32,6857.49,6575.0,3766810112,112565174272
2018-04-07,Bitcoin,BTC,6630.51,6911.09,7050.54,6630.51,3976610048,117241372672
2018-04-08,Bitcoin,BTC,6919.98,7023.52,7111.56,6919.98,3652499968,119162880000
2018-04-09,Bitcoin,BTC,7044.32,6770.73,7178.11,6661.99,4894060032,114886336512
2018-04-10,Bitcoin,BTC,6795.44,6834.76,6872.41,6704.15,4272750080,115978362880
2018-04-11,Bitcoin,BTC,6843.47,6968.32,6968.32,6817.59,4641889792,118267199488
2018-04-12,Bitcoin,BTC,6955.38,7889.25,7899.23,6806.51,8906250240,133912616960
2018-04-13,Bitcoin,BTC,7901.09,7895.96,8183.96,7758.93,7764460032,134043000832
2018-04-14,Bitcoin,BTC,7874.67,7986.24,8140.71,7846.0,5191430144,135589388288
2018-04-15,Bitcoin,BTC,7999.33,8329.11,8338.42,7999.33,5244480000,141427130368
2018-04-16,Bitcoin,BTC,8337.57,8058.67,8371.15,7925.73,5631309824,136849408000
2018-04-17,Bitcoin,BTC,8071.66,7902.09,8285.96,7881.72,6900879872,134206619648
2018-04-18,Bitcoin,BTC,7944.43,8163.42,8197.8,7886.01,6529909760,138661085184
2018-04-19,Bitcoin,BTC,8159.27,8294.31,8298.69,8138.78,7063209984,140902793216
2018-04-20,Bitcoin,BTC,8286.88,8845.83,8880.23,8244.54,8438110208,150287106048
2018-04-21,Bitcoin,BTC,8848.79,8895.58,8997.57,8652.15,7548550144,151150133248
2018-04-22,Bitcoin,BTC,8925.06,8802.46,9001.64,8779.61,6629899776,149585592320
2018-04-23,Bitcoin,BTC,8794.39,8930.88,8958.55,8788.81,6925190144,151784996864
2018-04-24,Bitcoin,BTC,8934.34,9697.5,9732.61,8927.83,10678800384,164833263616
2018-04-25,Bitcoin,BTC,9701.03,8845.74,9745.32,8799.84,11083100160,150369288192
2018-04-26,Bitcoin,BTC,8867.32,9281.51,9281.51,8727.09,8970559488,157793320960
2018-04-27,Bitcoin,BTC,9290.63,8987.05,9375.47,8987.05,7566289920,152802869248
2018-04-28,Bitcoin,BTC,8939.27,9348.48,9412.09,8931.99,7805479936,158963073024
2018-04-29,Bitcoin,BTC,9346.41,9419.08,9531.49,9193.71,8853000192,160182288384
2018-04-30,Bitcoin,BTC,9426.11,9240.55,9477.14,9166.81,8673920000,157163847680
2018-05-01,Bitcoin,BTC,9251.47,9119.01,9255.88,8891.05,7713019904,155114127360
2018-05-02,Bitcoin,BTC,9104.6,9235.92,9256.52,9015.14,7558159872,157119856640
2018-05-03,Bitcoin,BTC,9233.97,9743.86,9798.33,9188.15,10207299584,165778374656
2018-05-04,Bitcoin,BTC,9695.5,9700.76,9779.2,9585.96,8217829888,165062803456
2018-05-05,Bitcoin,BTC,9700.28,9858.15,9964.5,9695.12,7651939840,167759953920
2018-05-06,Bitcoin,BTC,9845.31,9654.8,9940.14,9465.25,7222280192,164316610560
2018-05-07,Bitcoin,BTC,9645.67,9373.01,9665.85,9231.53,7394019840,159538118656
2018-05-08,Bitcoin,BTC,9380.87,9234.82,9462.75,9127.77,7415869952,157202137088
2018-05-09,Bitcoin,BTC,9223.73,9325.18,9374.76,9031.62,7226890240,158758862848
2018-05-10,Bitcoin,BTC,9325.96,9043.94,9396.04,9040.52,6906699776,153988448256
2018-05-11,Bitcoin,BTC,9052.96,8441.49,9052.96,8394.46,8488520192,143743795200
2018-05-12,Bitcoin,BTC,8441.44,8504.89,8664.86,8223.5,6821380096,144841048064
2018-05-13,Bitcoin,BTC,8515.49,8723.94,8773.55,8395.12,5866379776,148587773952
2018-05-14,Bitcoin,BTC,8713.1,8716.79,8881.12,8367.97,7364149760,148480278528
2018-05-15,Bitcoin,BTC,8705.19,8510.38,8836.19,8456.45,6705710080,144979738624
2018-05-16,Bitcoin,BTC,8504.41,8368.83,8508.43,8175.49,6760220160,142587494400
2018-05-17,Bitcoin,BTC,8370.05,8094.32,8445.54,8054.12,5862530048,137923772416
2018-05-18,Bitcoin,BTC,8091.83,8250.97,8274.12,7974.82,5764190208,140607668224
2018-05-19,Bitcoin,BTC,8255.73,8247.18,8372.06,8183.35,4712399872,140559155200
2018-05-20,Bitcoin,BTC,8246.99,8513.25,8562.41,8205.24,5191059968,145109516288
2018-05-21,Bitcoin,BTC,8522.33,8418.99,8557.52,8365.12,5154990080,143518941184
2018-05-22,Bitcoin,BTC,8419.87,8041.78,8423.25,8004.58,5137010176,137104105472
2018-05-23,Bitcoin,BTC,8037.08,7557.82,8054.66,7507.88,6491120128,128868483072
2018-05-24,Bitcoin,BTC,7561.12,7587.34,7738.6,7331.14,6049220096,129385390080
2018-05-25,Bitcoin,BTC,7592.3,7480.14,7659.14,7392.65,4867829760,127573688320
2018-05-26,Bitcoin,BTC,7486.48,7355.88,7595.16,7349.12,4051539968,125469065216
2018-05-27,Bitcoin,BTC,7362.08,7368.22,7381.74,7270.96,4056519936,125695016960
2018-05-28,Bitcoin,BTC,7371.31,7135.99,7419.05,7100.89,5040600064,121747390464
2018-05-29,Bitcoin,BTC,7129.46,7472.59,7526.42,7090.68,5662660096,127502647296
2018-05-30,Bitcoin,BTC,7469.73,7406.52,7573.77,7313.6,4922540032,126391894016
2018-05-31,Bitcoin,BTC,7406.15,7494.17,7608.9,7361.13,5127130112,127902998528
2018-06-01,Bitcoin,BTC,7500.7,7541.45,7604.73,7407.34,4921460224,128725852160
2018-06-02,Bitcoin,BTC,7536.72,7643.45,7695.83,7497.26,4939299840,130481528832
2018-06-03,Bitcoin,BTC,7632.09,7720.25,7754.89,7613.04,4851760128,131808018432
2018-06-04,Bitcoin,BTC,7722.53,7514.47,7753.82,7474.04,4993169920,128312205312
2018-06-05,Bitcoin,BTC,7500.9,7633.76,7643.23,7397.0,4961739776,130365915136
2018-06-06,Bitcoin,BTC,7625.97,7653.98,7680.43,7502.01,4692259840,130725093376
2018-06-07,Bitcoin,BTC,7650.82,7678.24,7741.27,7650.82,4485799936,131153166336
2018-06-08,Bitcoin,BTC,7685.14,7624.92,7698.19,7558.4,4227579904,130256216064
2018-06-09,Bitcoin,BTC,7632.52,7531.98,7683.58,7531.98,3845220096,128682082304
2018-06-10,Bitcoin,BTC,7499.55,6786.02,7499.55,6709.07,5804839936,115948314624
2018-06-11,Bitcoin,BTC,6799.29,6906.92,6910.18,6706.63,4745269760,118025879552
2018-06-12,Bitcoin,BTC,6905.82,6582.36,6907.96,6542.08,4654380032,112491872256
2018-06-13,Bitcoin,BTC,6596.88,6349.9,6631.66,6285.63,5052349952,108530589696
2018-06-14,Bitcoin,BTC,6342.75,6675.35,6707.14,6334.46,5138710016,114106007552
2018-06-15,Bitcoin,BTC,6674.08,6456.58,6681.08,6433.87,3955389952,110378704896
2018-06-16,Bitcoin,BTC,6455.45,6550.16,6592.49,6402.29,3194170112,111992012800
2018-06-17,Bitcoin,BTC,6545.53,6499.27,6589.11,6499.27,3104019968,111134752768
2018-06-18,Bitcoin,BTC,6510.07,6734.82,6781.14,6446.68,4039200000,115176194048
2018-06-19,Bitcoin,BTC,6742.39,6769.94,6822.5,6709.92,4057029888,115789922304
2018-06-20,Bitcoin,BTC,6770.76,6776.55,6821.56,6611.88,3888640000,115916357632
2018-06-21,Bitcoin,BTC,6780.09,6729.74,6810.94,6715.17,3529129984,115129696256
2018-06-22,Bitcoin,BTC,6737.88,6083.69,6747.08,6006.6,5079810048,104088813568
2018-06-23,Bitcoin,BTC,6090.1,6162.48,6224.82,6071.81,3431360000,105449275392
2018-06-24,Bitcoin,BTC,6164.28,6173.23,6223.78,5826.41,4566909952,105646571520
2018-06-25,Bitcoin,BTC,6171.97,6249.18,6327.37,6119.68,5500810240,106958462976
2018-06-26,Bitcoin,BTC,6253.55,6093.67,6290.16,6093.67,3279759872,104307941376
2018-06-27,Bitcoin,BTC,6084.4,6157.13,6180.0,6052.85,3296219904,105403596800
2018-06-28,Bitcoin,BTC,6153.16,5903.44,6170.41,5873.05,3467800064,101072355328
2018-06-29,Bitcoin,BTC,5898.13,6218.3,6261.66,5835.75,3966230016,106474708992
2018-06-30,Bitcoin,BTC,6214.22,6404.0,6465.51,6214.22,4543860224,109665615872
2018-07-01,Bitcoin,BTC,6411.68,6385.82,6432.85,6289.29,4788259840,109366026240
2018-07-02,Bitcoin,BTC,6380.38,6614.18,6683.86,6305.7,4396930048,113288830976
2018-07-03,Bitcoin,BTC,6596.66,6529.59,6671.37,6447.75,4672309760,111849431040
2018-07-04,Bitcoin,BTC,6550.87,6597.55,6771.92,6450.46,4176689920,113024524288
2018-07-05,Bitcoin,BTC,6599.71,6639.14,6749.54,6546.65,4999240192,113748385792
2018-07-06,Bitcoin,BTC,6638.69,6673.5,6700.94,6533.55,4313959936,114350505984
2018-07-07,Bitcoin,BTC,6668.71,6856.93,6863.99,6579.24,3961080064,117506605056
2018-07-08,Bitcoin,BTC,6857.8,6773.88,6885.91,6747.98,3386210048,116097024000
2018-07-09,Bitcoin,BTC,6775.08,6741.75,6838.68,6724.34,3718129920,115557892096
2018-07-10,Bitcoin,BTC,6739.21,6329.95,6767.74,6320.72,4052430080,108511010816
2018-07-11,Bitcoin,BTC,6330.77,6394.71,6444.96,6330.47,3644859904,109631864832
2018-07-12,Bitcoin,BTC,6396.78,6228.81,6397.1,6136.42,3770170112,106798866432
2018-07-13,Bitcoin,BTC,6235.03,6238.05,6310.55,6192.24,3805400064,106968440832
2018-07-14,Bitcoin,BTC,6247.5,6276.12,6298.19,6212.22,2923670016,107631452160
2018-07-15,Bitcoin,BTC,6272.7,6359.64,6403.46,6256.51,3285459968,109074579456
2018-07-16,Bitcoin,BTC,6357.01,6741.75,6741.75,6357.01,4725799936,115638206464
2018-07-17,Bitcoin,BTC,6739.65,7321.04,7387.24,6684.17,5961950208,125588963328
2018-07-18,Bitcoin,BTC,7315.32,7370.78,7534.99,7280.47,6103410176,126458167296
